Code;Name;CountryISO;ISIN;CCY;Sector;Industry;GicSector;GicGroup;GicIndustry;GicSubIndustry;HQ;FullTimeEmployees;WebURL;UpdateDate;ActiveFlag
EMKR US;EMCORE Corporation;US;US2908462037;USD;Technology;Semiconductors;Information Technology;Technology Hardware & Equipment;Communications Equipment;Communications Equipment;United States;436;https://emcore.com;18.09.2023;1
EEX US;Emerald Expositions Events Inc;US;US29103W1045;USD;Communication Services;Advertising Agencies;Communication Services;Media & Entertainment;Media;Advertising;United States;759;https://www.emeraldx.com;19.09.2023;1
EBS US;Emergent Biosolutions Inc;US;US29089Q1058;USD;Healthcare;Drug Manufacturers-Specialty & Generic;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;2500;https://www.emergentbiosolutions.com;19.09.2023;1
EMR US;Emerson Electric Company;US;US2910111044;USD;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Electrical Equipment;Electrical Components & Equipment;United States;85500;https://www.emerson.com;19.09.2023;1
EMMN SW;Emmi AG;CH;CH0012829898;CHF;Consumer Defensive;Packaged Foods;Consumer Staples;Food, Beverage & Tobacco;Food Products;Packaged Foods & Meats;Switzerland;9333;https://www.emmi.com;20.09.2023;1
ALEMV PA;Emova Group SA;FR;FR0013356755;EUR;Consumer Cyclical;Specialty Retail;Consumer Discretionary;Consumer Discretionary Distribution & Retail;Specialty Retail;Other Specialty Retail;France;277;https://www.emova-group.com;19.10.2023;1
ESRT US;Empire State Realty Trust Inc;US;US2921041065;USD;Real Estate;REIT-Diversified;Real Estate;Equity Real Estate Investment Trusts (REITs);Diversified REITs;Diversified REITs;United States;667;https://www.empirestaterealtytrust.com;18.09.2023;1
EIG US;Employers Holdings Inc;US;US2922181043;USD;Financial Services;Insurance-Specialty;Financials;Insurance;Insurance;Property & Casualty Insurance;United States;676;https://www.employers.com;19.09.2023;1
EMSN SW;EMS-CHEMIE HOLDING AG;CH;CH0016440353;CHF;Basic Materials;Specialty Chemicals;Materials;Materials;Chemicals;Specialty Chemicals;Switzerland;2708;https://www.ems-group.com;20.09.2023;1
ACT US;Enact Holdings Inc;US;US29249E1091;USD;Financial Services;Insurance-Specialty;Financials;Insurance;Insurance;Property & Casualty Insurance;United States;496;https://www.enactmi.com;17.09.2023;1
ENTA US;Enanta Pharmaceuticals Inc;US;US29251M1062;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;160;https://www.enanta.com;19.09.2023;1
H2O F;Enapter AG;DE;DE000A255G02;EUR;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;Germany;189;https://www.enapterag.de;05.09.2023;1
ECV XETRA;Encavis AG;DE;DE0006095003;EUR;Utilities;Utilities - Renewable;Utilities;Utilities;Independent Power and Renewable Electricity Producers;Renewable Electricity;Germany;348;https://www.encavis.com;05.09.2023;1
EHC US;Encompass Health Corp;US;US29332G1022;USD;Healthcare;Medical Care Facilities;Health Care;Health Care Equipment & Services;Health Care Providers & Services;Health Care Facilities;United States;36900;https://www.encompasshealth.com;17.09.2023;1
ECPG US;Encore Capital Group Inc;US;US2925541029;USD;Financial Services;Mortgage Finance;Financials;Financial Services;Consumer Finance;Consumer Finance;United States;6900;https://www.encorecapital.com;19.09.2023;1
WIRE US;Encore Wire Corporation;US;US2925621052;USD;Industrials;Electrical Equipment & Parts;Industrials;Capital Goods;Electrical Equipment;Electrical Components & Equipment;United States;1672;https://www.encorewire.com;19.09.2023;1
ALDUB PA;Encres Dubuit SA;FR;FR0004030708;EUR;Basic Materials;Specialty Chemicals;Materials;Materials;Chemicals;Specialty Chemicals;France;73;https://www.encresdubuit.com;05.09.2023;1
EDR US;Endeavor Group Holdings Inc;US;US29260Y1091;USD;Communication Services;Entertainment;Communication Services;Media & Entertainment;Entertainment;Movies & Entertainment;United States;11000;https://www.endeavorco.com;17.09.2023;1
NDRA US;ENDRA Life Sciences Inc;US;US29273B1044;USD;Healthcare;Diagnostics & Research;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;21;https://www.endrainc.com;18.09.2023;1
EDHN SW;Energiedienst Holding AG;CH;CH0039651184;CHF;Utilities;Utilities-Renewable;Utilities;Utilities;Independent Power and Renewable Electricity Producers;Renewable Electricity;Switzerland;1126;https://www.energiedienst.de;20.09.2023;1
EKT F;Energiekontor AG;DE;DE0005313506;EUR;Utilities;Utilities-Renewable;Utilities;Utilities;Independent Power and Renewable Electricity Producers;Renewable Electricity;Germany;188;https://www.energiekontor.de;20.09.2023;1
ALNRG PA;Energisme;FR;FR0013399359;EUR;Technology;Software - Application;Information Technology;Software & Services;Software;Application Software;France;78;https://energisme.com;05.09.2023;1
ENR US;Energizer Holdings Inc;US;US29272W1099;USD;Industrials;Electrical Equipment & Parts;Consumer Staples;Household & Personal Products;Household Products;Household Products;United States;5500;https://www.energizerholdings.com;19.09.2023;1
WATT US;Energous Corporation;US;US29272C1036;USD;Technology;Scientific & Technical Instruments;Industrials;Capital Goods;Electrical Equipment;Electrical Components & Equipment;United States;43;https://www.energous.com;19.09.2023;1
EFOI US;Energy Focu;US;US29268T4094;USD;Consumer Cyclical;Furnishings, Fixtures & Appliances;Industrials;Capital Goods;Electrical Equipment;Electrical Components & Equipment;United States;20;https://www.energyfocus.com;18.09.2023;1
ERII US;Energy Recovery Inc;US;US29270J1007;USD;Industrials;Pollution & Treatment Controls;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;United States;246;https://www.energyrecovery.com;19.09.2023;1
ESOA US;Energy Services Of America Corp;US;US29271Q1031;USD;Industrials;Engineering & Construction;Energy;Energy;Energy Equipment & Services;Oil & Gas Equipment & Services;United States;1000;https://www.energyservicesofamerica.com;18.09.2023;1
ET US;Energy Transfer Equity LP;US;US29273V1008;USD;Energy;Oil & Gas Midstream;Energy;Energy;Oil, Gas & Consumable Fuels;Oil & Gas Storage & Transportation;United States;12565;https://energytransfer.com;17.09.2023;1
NRGV US;Energy Vault Holdings Inc;US;US29280W1099;USD;Utilities;Utilities-Renewable;Industrials;Capital Goods;Electrical Equipment;Electrical Components & Equipment;United States;170;https://www.energyvault.com;17.09.2023;1
EPAC US;Enerpac Tool Group Corp;US;US2927651040;USD;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;United States;2200;https://www.enerpactoolgroup.com;17.09.2023;1
ENS US;Enersys;US;US29275Y1029;USD;Industrials;Electrical Equipment & Parts;Industrials;Capital Goods;Electrical Equipment;Electrical Components & Equipment;United States;11350;https://www.enersys.com;18.09.2023;1
ALENE PA;Enertime SAS;FR;FR0011915339;EUR;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Electrical Equipment;Heavy Electrical Equipment;France;54;https://www.enertime.com;19.10.2023;1
ENFN US;Enfusion Inc;US;US2928121043;USD;Technology;Software-Application;Information Technology;Software & Services;Software;Application Software;United States;1006;https://www.enfusion.com;17.09.2023;1
ESMT US;EngageSmart LLC;US;US29283F1030;USD;Technology;Software-Infrastructure;Information Technology;Software & Services;Software;Application Software;United States;971;https://www.engagesmart.com;17.09.2023;1
ENGI PA;Engie SA;FR;FR0010208488;EUR;Utilities;Utilities - Diversified;Utilities;Utilities;Electric Utilities;Electric Utilities;France;88241;https://www.engie.com;19.10.2023;1
ENG US;ENGlobal Corporation;US;US2933061069;USD;Industrials;Engineering & Construction;Energy;Energy;Energy Equipment & Services;Oil & Gas Equipment & Services;United States;302;https://www.englobal.com;18.09.2023;1
ENLC US;EnLink Midstream LLC;US;US29336T1007;USD;Energy;Oil & Gas Midstream;Energy;Energy;Oil, Gas & Consumable Fuels;Oil & Gas Storage & Transportation;United States;1132;https://www.enlink.com;19.09.2023;1
EBF US;Ennis Inc;US;US2933891028;USD;Industrials;Business Equipment & Supplies;Industrials;Commercial & Professional Services;Commercial Services & Supplies;Commercial Printing;United States;1919;https://www.ennis.com;19.09.2023;1
ALENO PA;Enogia SAS;FR;FR0014004974;EUR;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;France;62;https://www.enogia.com;05.09.2023;1
ENVA US;Enova International Inc;US;US29357K1034;USD;Financial Services;Credit Services;Financials;Financial Services;Consumer Finance;Consumer Finance;United States;1804;https://www.enova.com;19.09.2023;1
ENPH US;Enphase Energy Inc;US;US29355A1079;USD;Technology;Solar;Information Technology;Semiconductors & Semiconductor Equipment;Semiconductors & Semiconductor Equipment;Semiconductor Materials & Equipment;United States;2821;https://www.enphase.com;19.09.2023;1
NPO US;Enpro Industries;US;US29355X1072;USD;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;United States;3500;https://www.enproindustries.com;18.09.2023;1
ALESE PA;Entech SE SAS;FR;FR0014004362;EUR;Utilities;Utilities - Renewable;Utilities;Utilities;Independent Power and Renewable Electricity Producers;Renewable Electricity;France;135;https://entech-se.com;05.09.2023;1
ENTG US;Entegris Inc;US;US29362U1043;USD;Technology;Semiconductor Equipment & Materials;Information Technology;Semiconductors & Semiconductor Equipment;Semiconductors & Semiconductor Equipment;Semiconductor Materials & Equipment;United States;10000;https://www.entegris.com;18.09.2023;1
ETR US;Entergy Corporation;US;US29364G1031;USD;Utilities;Utilities-Regulated Electric;Utilities;Utilities;Electric Utilities;Electric Utilities;United States;12000;https://www.entergy.com;19.09.2023;1
EBTC US;Enterprise Bancorp Inc;US;US2936681095;USD;Financial Services;Banks-Regional;Financials;Banks;Banks;Regional Banks;United States;554;https://www.enterprisebanking.com;18.09.2023;1
EFSC US;Enterprise Financial Services;US;US2937121059;USD;Financial Services;Banks-Regional;Financials;Banks;Banks;Regional Banks;United States;1074;https://www.enterprisebank.com;18.09.2023;1
TRDA US;Entrada Therapeutics Inc;US;US29384C1080;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;131;https://www.entradatx.com;17.09.2023;1
EVC US;Entravision Communications;US;US29382R1077;USD;Communication Services;Advertising Agencies;Communication Services;Media & Entertainment;Media;Broadcasting;United States;1262;https://www.entravision.com;19.09.2023;1
ALENT PA;Entreparticuli;FR;FR0010424697;EUR;Communication Services;Internet Content & Information;Communication Services;Media & Entertainment;Media;Publishing;France;3;https://www.entreparticuliers.com;18.10.2023;1
ALENR PA;Entreprendre;FR;FR0000045122;EUR;Communication Services;Publishing;Communication Services;Media & Entertainment;Media;Publishing;France;18;https://www.entreprendre.fr;19.10.2023;1
ENVB US;Enveric Biosciences Inc;US;US29405E1091;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;25;https://www.enveric.com;17.09.2023;1
ENV US;Envestnet Inc;US;US29404K1060;USD;Technology;Software-Application;Information Technology;Software & Services;Software;Application Software;United States;3429;https://www.envestnet.com;19.09.2023;1
ENVI AS;Envipco Holding NV;NL;NL0015000GX8;EUR;Industrials;Pollution & Treatment Controls;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;Netherlands;279;https://www.envipco.com;05.09.2023;1
NVRI US;Enviri Corporation;US;US4158641070;USD;Industrials;Waste Management;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;United States;12000;https://www.harsco.com;18.09.2023;1
NVST US;Envista Holdings Corp;US;US29415F1049;USD;Healthcare;Medical Instruments & Supplies;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;12700;https://www.envistaco.com;17.09.2023;1
ETG XETRA;EnviTec Biogas AG;DE;DE000A0MVLS8;EUR;Utilities;Utilities - Renewable;Utilities;Utilities;Independent Power and Renewable Electricity Producers;Renewable Electricity;Germany;636;https://www.envitec-biogas.de;19.10.2023;1
EVA US;Enviva Partners LP;US;US29415B1035;USD;Basic Materials;Lumber & Wood Production;Energy;Energy;Oil, Gas & Consumable Fuels;Coal & Consumable Fuels;United States;1386;https://www.envivabiomass.com;19.09.2023;1
ENZ US;Enzo Biochem Inc;US;US2941001024;USD;Healthcare;Diagnostics & Research;Health Care;Health Care Equipment & Services;Health Care Providers & Services;Health Care Services;United States;465;https://www.enzo.com;19.09.2023;1
EOG US;EOG Resources Inc;US;US26875P1012;USD;Energy;Oil & Gas E&P;Energy;Energy;Oil, Gas & Consumable Fuels;Oil & Gas Exploration & Production;United States;2850;https://www.eogresources.com;18.09.2023;1
EOSE US;Eos Energy Enterprises Inc;US;US29415C1018;USD;Industrials;Electrical Equipment & Parts;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;United States;333;https://www.eosenergystorage.com;17.09.2023;1
EPAM US;EPAM Systems Inc;US;US29414B1044;USD;Technology;Information Technology Services;Information Technology;Software & Services;IT Services;IT Consulting & Other Services;United States;59300;https://www.epam.com;19.09.2023;1
ALAGO PA;E-Pango SA;FR;FR0014004339;EUR;Utilities;Utilities - Renewable;Utilities;Utilities;Independent Power and Renewable Electricity Producers;Renewable Electricity;France;9;https://www.e-pango.com;12.09.2023;1
EXPL PA;EPC Groupe;FR;FR0000039026;EUR;Basic Materials;Specialty Chemicals;Materials;Materials;Chemicals;Specialty Chemicals;France;1979;https://www.epc-groupe.com;18.10.2023;1
EPIC SW;EPIC Suisse AG;CH;CH0516131684;CHF;Real Estate;Real Estate Services;Real Estate;Equity Real Estate Investment Trusts (REITs);Real Estate Management & Development;Real Estate Operating Companies;Switzerland;18;https://www.epic.ch;05.09.2023;1
PLUS US;ePlus inc;US;US2942681071;USD;Technology;Software-Application;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Technology Distributors;United States;1853;https://www.eplus.com;19.09.2023;1
EPR US;EPR Properties;US;US26884U1097;USD;Real Estate;REIT-Specialty;Real Estate;Equity Real Estate Investment Trusts (REITs);Diversified REITs;Specialized REITs;United States;55;https://www.eprkc.com;19.09.2023;1
EPSN US;Epsilon Energy Ltd;US;CA2943752097;USD;Energy;Oil & Gas E&P;Energy;Energy;Oil, Gas & Consumable Fuels;Oil & Gas Exploration & Production;United States;9;https://www.epsilonenergyltd.com;17.09.2023;1
EQRX US;EQRx Inc;US;US26886C1071;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;362;https://www.eqrx.com;17.09.2023;1
EQS XETRA;EQS Group AG;DE;DE0005494165;EUR;Technology;Software - Infrastructure;Information Technology;Software & Services;Software;Application Software;Germany;600;https://www.eqs.com;19.10.2023;1
EQT US;EQT Corporation;US;US26884L1098;USD;Energy;Oil & Gas E&P;Energy;Energy;Oil, Gas & Consumable Fuels;Oil & Gas Exploration & Production;United States;744;https://www.eqt.com;19.09.2023;1
